Name,Geburtsdatum,Geburtsort,Sterbedatum,Quelle,Sterbeort,Biografie,GND,Bild,,Biolex-Link
"APEL, Johann Georg Christian",21.11.1775,Tröchtelborn b. Erfurt,,2;1971,,"APEL, Johann Georg Christian, geb. 21.11.1775 Tröchtelborn b. Erfurt, gest. 3.8.1841 Preetz; ev. – Organist, Universitätsmusikdirektor.",100418449,,,
"APPEL, Carl Heinrich Wilhelm",10.1.1866,Altona,15.1.1937,1;1970,ebd.,"APPEL, Carl Heinrich Wilhelm, geb. 10.1.1866 Altona, gest. 15.1.1937 ebd., ev. – Maler.",,,,
"APPEL, Cornelius",13.5.1821,Aabel,25.3.1901,1;1970,Hjallese,"APPEL, Cornelius, geb. 13.5.1821 Aabel, Ksp. Tieslund, gest. 25.3.1901 Hjallese, Fünen, begr. Askov; ev.-luth. – Lehrer, Volkshochschulvorsteher, Pastor.",143538020,,,
"APPENFELLER (-felder), Johann Georg",,,28.3.1712,1;1970,Altona,"APPENFELLER (-felder), Johann Georg, geb. Schleusingen, Thüringen, get. 1. 10.1681 ebd., gest. 28.3.1712 Altona, begr. Mennoniten-Kirchhof, röm.kath., vordem ev.-luth. – Arzt, Sektierer.",136186882,,,
"ARENDT, (nicht Arndt, wie im Lex. d. hamb. Schriftsteller u. Alberti 1867), Hans Hinrich Wilhelm",12.10.1777,Altona,19.2.1838,5;1979,Hamburg,"ARENDT, (nicht Arndt, wie im Lex. d. hamb. Schriftsteller u. Alberti 1867), Hans Hinrich Wilhelm, geb. 12.10.1777 Altona, gest. 19.2.1838 Hamburg; ev. – Lehrer, Verfasser v. Schulbüchern.",1035736039,,,
"ARENDT, Martin Friedrich",22.2.1773,Altona,,5;1979,,"ARENDT, Martin Friedrich, geb. 22.2.1773 Altona, gest. April 1823 in einem Chausseegraben bei Venedig; ev. – Altertumsforscher.",116320214,,,
"ARFSTEN, Arfst Jens",28.3.1812,Nieblum auf Föhr,,1;1970,,"ARFSTEN, Arfst Jens, geb. 28.3.1812 Nieblum auf Föhr, gest. März 1899 Husum; ev. – Färber, Gastwirt, Gärtner, Schriftsteller.",117763594,,,
"ARNDES, Steffen (Stephan)",,,,9;1991,,"ARNDES, Steffen (Stephan), geb. um 1450 Hamburg, gest. vor d. 14.8.1519 Lübeck. – Buchdrucker.",123900743,,,
ARNOLD VON LÜBECK,,,27.6.1211,2;1971,/14. Benediktinerabt in Lübeck,"ARNOLD VON LÜBECK, gest. 27.6.1211/14. Benediktinerabt in Lübeck; Chronist.",118819704,,,
"ARP, Peter Julius Ferdinand",26.3.1858,Fahren,20.09.1945,2;1971,Rio de Janeiro,"ARP, Peter Julius Ferdinand, geb. 26.3.1858 Fahren, Krs. Plön, gest. 20.09.1945 Rio de Janeiro; ev. – Kaufmann, Großindustrieller i. Brasilien.",,,,
"ASMUSSEN, Anna Catharina",27.5.1793,Husum,14.11.1868,2;1971,ebd.,"ASMUSSEN, Anna Catharina, geb. 27.5.1793 Husum, gest. 14.11.1868 ebd.; ev. – Brauerei- u. Hofbesitzerin, Stifterin d. „Asmussen-Woldsen’schen Vermächtnisses f. d. Stadt Husum“.",,,,
"ASMUSSEN, Hans Christian",21.8.1898,Flensburg,30.12.1968,9;1991,Heidelberg,"ASMUSSEN, Hans Christian, geb. 21.8.1898 Flensburg, gest. 30.12.1968 Heidelberg, begr. Kiel; ev. – Theologe.",118650696,,,
"ASSCHENFELDT, Christoph Carl Julius",5.3.1792,Kiel,1.9.1856,2;1971,Flensburg,"ASSCHENFELDT, Christoph Carl Julius, geb. 5.3.1792 Kiel, gest. 1.9.1856 Flensburg; ev. – Theologe, Schriftsteller, Liederdichter.",135746124,,,
"ATZERSEN (Assersen), Thomas",,,3.8.1553,3;1974,Flensburg,"ATZERSEN (Assersen), Thomas, geb. Ende 15. Jh. Windeby (?), gest. 3.8.1553 Flensburg; Pfarrer.",1126653292,,,
"AUGUST, Herzog von Schleswig-Holstein-Sonderburg-Plön",9.5.1635,Schloß Ahrensbök,,6;1982,,"AUGUST, Herzog von Schleswig-Holstein-Sonderburg-Plön, geb. 9.5.1635 Schloß Ahrensbök, gest. 7. 9.1699 Norburg; ev. – Seit 1676 Herzog von Norburg.",1053413106,,,
"AUGUST FRIEDRICH, Herzog von Schleswig-Holstein-Gottorf",6.5.1646,Schloß Gottorf,,12;2006,,"AUGUST FRIEDRICH, Herzog von Schleswig-Holstein-Gottorf, geb. 6.5.1646 Schloß Gottorf, gest. 1./2.10.1705 Eutin; begr. Lübeck; ev. – Fürstbischof von Lübeck.",120439344,,,
"AUGUSTA, Herzogin von Schleswig-Holstein-Gottorf",8.4.1580,Schloß Koldinghus,5.2.1639,12;2006,Schloß vor Husum,"AUGUSTA, Herzogin von Schleswig-Holstein-Gottorf, geb. Prinzessin von Dänemark, geb. 8.4.1580 Schloß Koldinghus, gest. 5.2.1639 Schloß vor Husum, begr. Schleswig (Dom); ev.",12112357X,,,
"AUGUSTE VICTORIA Luise Feodora Jenny, Deutsche Kaiserin und Königin von Preußen",22.10.1858,Dolzig,11.4.1921,8;1987,Haus Doorn (Niederlande),"AUGUSTE VICTORIA Luise Feodora Jenny, Deutsche Kaiserin und Königin von Preußen, geb. Prinzessin von Schleswig-Holstein-Sonderburg-Augustenburg, geb. 22.10.1858 Dolzig, Kr. Sorau (Niederlausitz), gest. 11.4.1921 Haus Doorn (Niederlande), begr. Potsdam; ev.",118651129,,,
"AUGUSTIN, Karl Wilhelm",23.2.1845,Segeberg,7.4.1932,4;1976,Hamburg,"AUGUSTIN, Karl Wilhelm, geb. 23.2.1845 Segeberg, gest. 7.4.1932 Hamburg; ev. – Gymnasiallehrer, Entomologe.",,,,
"AVÉ-LALLEMANT, Friedrich Christian Benedikt",23.5.1809,Lübeck,,9;1991,,"AVÉ-LALLEMANT, Friedrich Christian Benedikt, geb. 23.5.1809 Lübeck, gest. 20.7.1892 Marienfelde b. Berlin; ev. – Jurist, Kriminologe, Schriftsteller.",116388951,,,
"AVÉ-LALLEMANT, Robert Christian Berthold",,,10.10.1884,9;1991,ebd.,"AVÉ-LALLEMANT, Robert Christian Berthold, geb. 25.71812 Lübeck, gest. 10.10.1884 ebd.; ev. – Arzt, Forschungsreisender.",116389001,,,
"AXEN, Peter",16.7.1635,Husum,23.2.1707,1;1970,Schleswig,"AXEN, Peter, geb. 16.7.1635 Husum, gest. 23.2.1707 Schleswig; ev. – Rechtsgelehrter, Humanist.",117669601,,,
"AYE, Heinrich",29.1.1851,Frestedt,22.5.1923,2;1971,Bad Schwartau,"AYE, Heinrich, geb. 29.1.1851 Frestedt, Dithmarschen, gest. 22.5.1923 Bad Schwartau, begr. Eutin; ev. – Pastor, Heimatforscher, Archäologe.",1055206205,,,
"BAADE, Fritz",23.1.1893,Neuruppin,15.5.1974,11;2000,Kiel,"BAADE, Fritz, geb. 23.1.1893 Neuruppin, gest. 15.5.1974 Kiel; ev. – Wirtschaftswissenschaftler, Politiker.",118651358,,,
"BACHMANN, Jürgen Johannes",16.5.1872,in Nübel (Nybøl) b. Sonderburg,,13;2011,,"BACHMANN, Jürgen Johannes, geb. 16.5.1872 in Nübel (Nybøl) b. Sonderburg, gest. 28.1.1951 Glücksburg; ev. – Architekt.",124645666,,,
"BACHMANN, Nikolaus",20.11.1865,Heide,10.2.1962,2;1971,ebd.,"BACHMANN, Nikolaus, geb. 20.11.1865 Heide, Holstein, gest. 10.2.1962 ebd. – Maler, Bildhauer.",112748009X,,,
"BACKENS, Thomas Heinrich",24.3.1859,Flensburg,25.3.1925,12;2006,Marne,"BACKENS, Thomas Heinrich, geb. 24.3.1859 Flensburg, gest. 25.3.1925 Marne, ev. – Photograph.",118824201,,,
"BADE, Hans Peter Marcus",22.1.1871,Schlutup/Lübeck,29.5.1936,1;1970,Apenrade,"BADE, Hans Peter Marcus, geb. 22.1.1871 Schlutup/Lübeck, gest. 29.5.1936 Apenrade, ev. – Propst, Pastor der deutschen Gemeinde Apenrade.",,,,
BADWIDE,,,,11;2000,,"BADWIDE. Der Stammsitz der Familie B. (Badewide, Bodwide, Botwidel) lag im Dorf Bode bei Uelzen. Sie hatte im 12. Jh. Besitz in Baven bei Uelzen und Kakerbek bei Stade. Mit großer Wahrscheinlichkeit war sie mit den Grafen von Dannenberg, von Schwerin und von Lüchow verwandt, die ebenfalls aus dem Lüneburgischen stammten. Das um die Mitte des 12. Jh. gegründete Kloster Ebstorf bei Uelzen soll das Hauskloster der Familie B. gewesen sein. Historisch tritt sie erstmals 1138 in Erscheinung, als im Rahmen des entstehenden staufisch--welfischen Machtkampfes Herzog Albrecht der Bär von Sachsen Heinrich v. B. mit den Grafenrechten von Holstein und Stormarn belehnte, die dieser aber nur für kurze Zeit behaupten konnte. Mit dem Machtantritt Heinrichs des Löwen als sächsischer Herzog erhielt Heinrich v. B. 1142 die neu geschaffene Grafschaft Ratzeburg im slawischen Siedlungsgebiet, die seine Nachkommen bis zur Eroberung Nordelbiens durch die Dänen 1201 innehatten. Im Jahre 1145 werden zwei Brüder Heinrichs v. B. erwähnt, Volrad und Helmold. Helmold könnte der Vater des ersten Grafen von Schwerin, Gunzelin, gewesen sein, denn es fällt auf, daß die Grafen von Schwerin zahlreiche Güter im Lüneburgischen besaßen, die ursprünglich der Familie B. gehörten.",,,,
"BADWIDE, Heinrich von",,,,11;2000,,"BADWIDE, Heinrich von, gest. um 1164; Graf von Ratzeburg.",,,,
"BAENSCH, Friedrich Bernhard Otto",6.6.1825,Zeitz,7.4.1898,1;1970,Berlin,"BAENSCH, Friedrich Bernhard Otto, geb. 6.6.1825 Zeitz, Provinz Sachsen, gest. 7.4.1898 Berlin; ev. – Land- und Wasserbauinspektor, Kaiserlicher Wirklicher Geheimer Rath.",135853915,,,
"BAGGESEN, Jens [ab 1791 außerdem:] Immanuel",15.2.1764,[nach eigener Aussage,3.10.1826,3;1974,Hamburg,"BAGGESEN, Jens [ab 1791 außerdem:] Immanuel, geb. 15.2.1764 [nach eigener Aussage, nicht kontrollierbar] Korsør auf Seeland, gest. 3.10.1826 Hamburg, begr. Kiel, früher St.-Jürgens- Friedhof, jetzt Friedhof Eichhof. – Dänischer u. deutscher Schriftsteller.",118505904,,,
"BAHR, Johannes Paul Martin Georg",16.8.1889,Bergen auf Rügen,,2;1971,,"BAHR, Johannes Paul Martin Georg, geb. 16.8.1889 Bergen auf Rügen, gest. 29.3.1967 Pinneberg, Holstein; ev. – Wasserbauingenieur, Dipl.-Ing.",,,,
BALEMANN-FAMILIE,,,,5;1979,,"BALEMANN-FAMILIE. Der Stammvater dieser in Lübeck, später auch in Schleswig-Holstein sowie im Baltikum verbreiteten Familie, Hans (I.) B., ist seit 1487 in Lübeck nachweisbar. 1501 war er in der Großen Altefähre ansässig wie noch im Jahre 1603 sein Urenkel Hans (III.) B. Über seinen Beruf ist nichts bekannt. Offenbar zählten die Familienzugehörigen zu der Schicht von aufstrebenden Kaufleuten, die im 16. Jh. die bis dahin im Rat herrschenden Honoratioren und Zirkeljunker abzulösen begannen. Hans (III.) B. war 1600 Mitglied des aus jungen Kaufleuten bestehenden Bürgerausschusses, der dem Rat als Vertretung unzufriedener Bürger gegenübertrat. Sein Bruder Hinrich (II.) B. besaß u. a. im Jahre 1600 bereits ein Eckhaus mit Buden am Koberg. Von ihm ist der 1582 erworbene Grabstein (Nr 35) in der Jakobikirche erhalten.",,,,
"BALEMANN, Adolph Friedrich",5.5.1743,Eutin,19.4.1826,3;1974,Reinfeld,"BALEMANN, Adolph Friedrich, geb. 5.5.1743 Eutin, gest. 19.4.1826 Reinfeld, Holstein; ev. – Pastor u. Konsistorialassessor.",1150803126,,,
"BALEMANN, Adolph Friedrich",3.5.1806,Reinfeld,,3;1974,,"BALEMANN, Adolph Friedrich, geb. 3.5.1806 Reinfeld, Holstein, gest. 2.6.1876 Oldenburg in Holstein; ev. – Hauptpastor, Propst.",116043164,,,
"BALEMANN, Friedrich",24.5.1645,Lübeck,21.9.1712,5;1979,Jever,"BALEMANN, Friedrich, geb. 24.5.1645 Lübeck, gest. 21.9.1712 Jever; ev. – Jurist, Landrichter u. Kammerrat.",129392901,,,
"BALEMANN (seit 2.7.1804 von Balemann), Georg Gottlob",1.9.1735,Eutin,,3;1974,,"BALEMANN (seit 2.7.1804 von Balemann), Georg Gottlob, geb. 1.9.1735 Eutin, gest. 17.4.1815 Wetzlar; ev. – Reichskammergerichtsassessor.",1078128812,,,
"BALEMANN, Georg Ludwig Friedrich",11.1.1787,Reinfeld in Holstein,,3;1974,,"BALEMANN, Georg Ludwig Friedrich, geb. 11.1.1787 Reinfeld in Holstein, gest. 31.1.1866 Rendsburg; ev. – Bürgermeister, Politiker.",1023025868,,,
"BALEMANN, Henrich (V.)",8.5.1643,Lübeck,20.7.1693,5;1979,ebd.,"BALEMANN, Henrich (V.), geb. 8.5.1643 Lübeck, gest. 20.7.1693 ebd.; ev. – Jurist, Ratsherr.",122874110,,,
"BALEMANN, Henrich (VII.)",15.11.1677,Lübeck,28.5.1750,5;1979,ebd.,"BALEMANN, Henrich (VII.), geb. 15.11.1677 Lübeck, gest. 28.5.1750 ebd.; ev. – Jurist, Bürgermeister.",141673745,,,
"BALEMANN, Hinrich Diedrich (I.)",23.6.1703,Lübeck,6.4.1768,5;1979,ebd.,"BALEMANN, Hinrich Diedrich (I.), geb. 23.6.1703 Lübeck, gest. 6.4.1768 ebd.; ev. – Jurist, Bürgermeister.",1016839650,,,
"BALEMANN, Hinrich",29.9.1692,Kirchwerder b. Hamburg,7.11.1761,3;1974,Eutin,"BALEMANN, Hinrich, geb. 29.9.1692 Kirchwerder b. Hamburg, gest. 7.11.1761 Eutin; ev. – Superintendent, Konsistorialrat.",1031460349,,,
"BALHORN, Johann d. Ä.",,,,10;1994,,"BALHORN, Johann d. Ä., geb. um 1500 Lübeck (?), gest. März (letztes Drittel) 1573 ebd.; kath., seit etwa 1530 ev. – Buchdrucker.",119612526,,,
"BALHORN, Johann d. J.",,,1604,10;1994,oder später ebd,"BALHORN, Johann d. J., geb. um 1550 Lübeck, gest. 1604 oder später ebd. (?); ev. – Buchdrucker.",129122017,,,
"BALTZER, Johannes Richard",4.12.1862,Bielefeld,25.6.1940,10;1994,Lübeck,"BALTZER, Johannes Richard, geb. 4.12.1862 Bielefeld, gest. 25.6.1940 Lübeck; ev. – Architekt, Denkmalpfleger, Oberbaudirektor.",1151676446,,,
"BAMBERGER, Ernst Karl",30.4.1885,Frankfurt/Main,6.12.1941,12;2006,Remmels b. Hohenwestedt,"BAMBERGER, Ernst Karl, geb. 30.4.1885 Frankfurt/Main, gest. 6.12.1941 Remmels b. Hohenwestedt, begr. Hohenwestedt; jüd., seit 1921 ev. – Arzt, Chirurg.",122323947,,,
"BANDELIN, Johann Niklas",2.12.1741,Rehna (Mecklenburg),9.2.1824,10;1994,Lübeck,"BANDELIN, Johann Niklas, geb. 2.12.1741 Rehna (Mecklenburg), gest. 9.2.1824 Lübeck; ev. – Lehrer, Dichter.",137317085,,,
"BARFOD, Heinrich Theodor Wilhelm",9.11.1870,Kiel,23.2.1917,1;1970,ebd.,"BARFOD, Heinrich Theodor Wilhelm, geb. 9.11.1870 Kiel, gest. 23.2.1917 ebd.; ev. – Lehrer, Naturwissenschaftler, Schriftleiter.",1024334996,,,
"BARLACH, Ernst Heinrich",2.1.1870 3.11.1887,Wedel,24.10.1938 25.3.1969,1;1970,Rostock,"BARLACH, Ernst Heinrich, geb. 2.1.1870 Wedel, gest. 24.10.1938 Rostock; Grabstätte auf dem Neuen Friedhof in Ratzeburg, ebd. beigesetzt seine Lebensgefährtin aus der Güstrower Zeit, Marga Böhmer, geb. 3.11.1887 Stolberg, Harz, gest. 25.3.1969 Güstrow. – Plastiker, Graphiker, Dichter.",118506617,,,
"BARLACH, Karl Georg",3.3.1878,Neumünster,1.4.1968,1;1970,ebd.,"BARLACH, Karl Georg, geb. 3.3.1878 Neumünster, gest. 1.4.1968 ebd.; ev. – Rechtsanwalt, Notar.",116058277,,,
BARMSTEDE,,,,1;1970,,"BARMSTEDE, Adelsgeschlecht des 12. und 13. Jhs. in Südwestholstein und Stormarn.",139764321,,,
"BARTELS, Hinrich Dietrich Adolf",15.11.1862,Wesselburen,7.3.1945,3;1974,Weimar,"BARTELS, Hinrich Dietrich Adolf, geb. 15.11.1862 Wesselburen, Norderdithmarschen, gest. 7.3.1945 Weimar; ev. – Redakteur, Heimatdichter, freier Schriftsteller, völkischer Literaturhistoriker u. Kulturpolitiker.",118652702,,,
"BARTELS, Karl Heinrich Christian",25.9.1822,Meilsdorf,20.6.1878,1;1970,Kiel,"BARTELS, Karl Heinrich Christian, geb. 25.9.1822 Meilsdorf, Krs. Ahrensburg (Holstein), gest. 20.6.1878 Kiel; ev. – Arzt, Univ.-Professor.",116062622,,,
"BARTELSEN, Johann Heinrich",9.4.1806,Schleswig,27.8.1866,8;1987,Kappeln,"BARTELSEN, Johann Heinrich, geb. 9.4.1806 Schleswig, gest. 27.8.1866 Kappeln; ev. – Kapitän.",1050419235,,,
"BARTH, Erwin Albert",28.11.1880,Lübeck,10.7.1933,7;1985,Berlin,"BARTH, Erwin Albert, geb. 28.11.1880 Lübeck, gest. 10.7.1933 Berlin; ev. – Gartenarchitekt.",130094412,,,
"BARTRAM, Andreas Ernst Gustav Walter",21.4.1893,Neumünster,,8;1987,,"BARTRAM, Andreas Ernst Gustav Walter, geb. 21.4.1893 Neumünster, gest. 29.9.1971 Latendorf b. Neumünster; ev. – Unternehmer, Ministerpräsident.",125999844,,,
"BASEDOW, Johann Bernhard (schrieb sich bis 1748 Johan Berend Bassedau)",,,25.7.1790,4;1976,Magdeburg,"BASEDOW, Johann Bernhard (schrieb sich bis 1748 Johan Berend Bassedau), get. 11.9.1724 Hamburg, gest. 25.7.1790 Magdeburg; ev. – Schriftsteller, Philosoph, Theologe, Mitinitiator d. deutschen Schulreform u. Begründer d. Philanthropismus.",118653377,,,
"BASSEWITZ, Henning Friedrich Graf (seit 1726) von",17.11.1680,Dalwitz,1.1.1749,5;1979,Dobbertin,"BASSEWITZ, Henning Friedrich Graf (seit 1726) von, geb. 17.11.1680 Dalwitz, Mecklenburg, gest. 1.1.1749 Dobbertin, Mecklenburg; ev. – Deutscher u. russischer Geheimer Rat, holstein-gottorfischer Präsident d. Geheimen Rates, holsteinischer Oberhofmarschall, Klosterhauptmann von Dobbertin in Mecklenburg, Gutsbesitzer von Prebberede, Jahmen u. Grieve in Mecklenburg.",105109541,,,
"BATZ (gen. de Homburg, van Homburch), Simon",,,3.8.1464,12;2006,Lübeck,"BATZ (gen. de Homburg, van Homburch), Simon, geb. um 1420 Oberhomburg (Hombourg- Haut, Lothringen), gest. 3.8.1464 Lübeck. – Syndikus, Frühhumanist.",103100024,,,
BAUDISSIN-FAMILIE,1579,,,4;1976,,"BAUDISSIN-FAMILIE. Die Familie Baudisz (auch Baudiss oder Budiszin) gehört zu dem meißenischen Uradel. Mit der Gemahlin des Herzogs Heinrich III., die eine Tochter des Kurfürsten Albrecht I. von Sachsen war, soll sie 1250 nach Schlesien gekommen sein. Mit Johannes de Boudissin wurde die Familie am 10. 3. 1326 erstmals urkundlich erwähnt. Ein Heinrich von Baudisz war 1341 Dompropst zu Breslau. Das erste Mitglied der Familie, das über die Lausitz hinaus Bedeutung erlangte, war Wolf Heinrich von Baudissin (geb. 1579). Mit ihm wurde ein Zweig der Familie, von dem Nachkommen auch in Österreich ansässig waren, Mitglied der schleswig-holsteinischen Ritterschaft. Der Lausitzer Zweig der Familie starb im 17. Jh. aus, der schlesische im 19. Jh.",139768726,,,
"BAUDISSIN, Adalbert (als Schriftsteller Adelbert) Heinrich Graf von",25.1.1820,auf Hovedgaard,26.3.1871,4;1976,Wiesbaden,"BAUDISSIN, Adalbert (als Schriftsteller Adelbert) Heinrich Graf von, geb. 25.1.1820 auf Hovedgaard, Jütland, gest. 26.3.1871 Wiesbaden; ev. – Schriftsteller.",109522354,,,
"BAUDISSIN, Carl Ludwig Graf von",21.8.1756,Knoop,1.3.1814,4;1976,,"BAUDISSIN, Carl Ludwig Graf von, geb. 21.8.1756 Knoop, gest. 1.3.1814; ev. – Generalleutnant u. Diplomat.",13591695X,,,
"BAUDISSIN, Caroline Adelaide Cornelia Gräfin",21.1.1760,Hamburg (nicht Dresden),17.1.1826,4;1976,Knoop,"BAUDISSIN, Caroline Adelaide Cornelia Gräfin, geb. 21.1.1760 Hamburg (nicht Dresden), gest. 17.1.1826 Knoop; ev. Gutsherrin, Schriftstellerin.",116083387,,,
"BAUDISSIN, Eva Gräfin von",8.10.1869,Lübeck,11.2.1943,4;1976,München,"BAUDISSIN, Eva Gräfin von, geb. 8.10.1869 Lübeck, gest. 11.2.1943 München; ev. – Schriftstellerin.",116083301,,,
"BAUDISSIN, Friedrich (Fritz) Aimé Clotar Hugo Graf von",3.4.1852,Schierensee,5.2.1921,7;1985,Berlin-Charlottenburg,"BAUDISSIN, Friedrich (Fritz) Aimé Clotar Hugo Graf von, geb. 3.4.1852 Schierensee, Ksp. Westensee, gest. 5.2.1921 Berlin-Charlottenburg, begr. auf d. Invaliden-Friedhof in Berlin; ev. – Seeoffizier.",135937752,,,
"BAUDISSIN, Gustav Adolf von",1629,Elbing,10.4.1695,4;1976,Aurich,"BAUDISSIN, Gustav Adolf von, geb. 1629 Elbing, gest. 10.4.1695 Aurich; ev. – Gouverneur.",1034700227,,,
"BAUDISSIN, Heinrich Christoph von",9.7.1709,Schleswig,4.7.1786,4;1976,Rixdorf,"BAUDISSIN, Heinrich Christoph von, geb. 9.7.1709 Schleswig, gest. 4.7.1786 Rixdorf, seit 1741 Reichsgraf; ev. – Sächsischer Oberstleutnant.",13586285X,,,
"BAUDISSIN, Otto Friedrich Magnus Graf von",5.7.1792,Knoop,25.6.1865,4;1976,Teplitz,"BAUDISSIN, Otto Friedrich Magnus Graf von, geb. 5.7.1792 Knoop, gest. 25.6.1865 Teplitz; ev. – Generalmajor, Zeichner.",116083425,,,
"BAUDISSIN, Ulrich Hunold Hermann Graf von",22.2.1816,Greifswald,,4;1976,,"BAUDISSIN, Ulrich Hunold Hermann Graf von, geb. 22.2.1816 Greifswald, gest. 3.12.1893 Wiesbaden; ev. – Schriftsteller, Maler.",116083476,,,
"BAUDISSIN, Wolf Ernst Hugo Emil Graf von",30.1.1867,Schleswig,4.10.1926,4;1976,Weimar,"BAUDISSIN, Wolf Ernst Hugo Emil Graf von, geb. 30.1.1867 Schleswig, gest. 4.10.1926 Weimar; ev. – Schriftsteller.",117768774,,,
"BAUDISSIN, Wolf Friedrich Ottomar Graf von",22.1.1812,Tharandt b. Dresden,26.1.1887,4;1976,Dresden,"BAUDISSIN, Wolf Friedrich Ottomar Graf von, geb. 22.1.1812 Tharandt b. Dresden, gest. 26.1.1887 Dresden; ev. – Kgl. dänischer Gerichtsoffizier, kaiserl. deutscher Postdirektor, Schriftsteller.",117768782,,,
"BAUDISSIN, Wolf Heinrich von",1579,(97?,24.6.1646,4;1976,Beischwitz b. Graudenz,"BAUDISSIN, Wolf Heinrich von, geb. 1579 (97?) Luppa b. Neschwitz, Kr. Bautzen, gest. 24.6.1646 Beischwitz b. Graudenz; ev. – Reiterführer im 30jährigen Krieg.",132312115,,,
"BAUDISSIN, Wolf Heinrich von, seit 1741 Reichsgraf von",1.9.1671,Eutin,24.7.1748,4;1976,,"BAUDISSIN, Wolf Heinrich von, seit 1741 Reichsgraf von, geb. 1.9.1671 Eutin, gest. 24.7.1748; ev. – Kurfürstlich sächsischer Kabinettsminister, kgl. dänischer Generalleutnant.",135862884,,,
"BAUDISSIN, Wolf Heinrich Friedrich Karl Graf von",30.1.1789,Kopenhagen,,4;1976,,"BAUDISSIN, Wolf Heinrich Friedrich Karl Graf von, geb. 30.1.1789 Kopenhagen, gest. 4.4.1878 Dresden; ev. – Diplomat, Übersetzer.",118507206,,,
"BAUDISSIN, Wolfgang (Wolf) Wilhelm Friedrich Graf von",26.9.1847,Sophienhof,9.2.1926,4;1976,Berlin,"BAUDISSIN, Wolfgang (Wolf) Wilhelm Friedrich Graf von, geb. 26.9.1847 Sophienhof, gest. 9.2.1926 Berlin; ev. – Theologe.",118653644,,,
"BAUDITZ, Hinrich Conrad",,,,4;1976,,"BAUDITZ, Hinrich Conrad, geb. etwa 1662 Hamburg, begr. 5.1.1715 Stade; ev. – Porträtmaler, Ingenieuroffizier.",,,,
"BAUER, Sebastian Wilhelm Valentin",23.12.1822,Dillingen/Donau,,13;2011,,"BAUER, Sebastian Wilhelm Valentin, geb. 23.12.1822 Dillingen/Donau, gest. 20.6.1875 München; ev. – Drechsler, Soldat, Erfinder.",118507370,,,
"BAUMGARTEN, Ludwig Karl Viktor Heinrich Otto",29.1.1858,München,,9;1991,,"BAUMGARTEN, Ludwig Karl Viktor Heinrich Otto, geb. 29.1.1858 München, gest. 21.3.1934 Kiel; ev. – Theologe.",118817841,,,
"BAUMGARTEN, Michael",25.3.1812,Haseldorf b. Hamburg,21.7.1889,1;1970,Rostock,"BAUMGARTEN, Michael, geb. 25.3.1812 Haseldorf b. Hamburg, gest. 21.7.1889 Rostock; ev. – Pastor, Prof. f. Theologie.",116091312,,,
BAUR FAMILIE,,,,5;1979,,"BAUR FAMILIE. Die frühesten Nachrichten von der Familie Baur reichen ins 16. Jh. und führen nach Ulm in Württemberg. Die Reihe der Altonaer Baurs beginnt mit Johann Daniel B. (1700– 1774), Sohn des gleichnamigen württembergischen Münzmeisters in Stuttgart. Er trat 1715 in das Kontor der Firma Kormann Gebr. & Co. in Straßburg ein und kam 1723 über Bremen nach Altona, wo er im selben Jahr in das Geschäft seines späteren Schwiegervaters Heinrich Neuhaus eintrat und 1729 als Kaufherr, Bankier und Reeder dessen Teilhaber wurde. Seit 1735 führte er die Firma allein fort und wurde im selben Jahr kaufmännischer Rats verwandter in Altona, 1738– 1774 Mitglied des Altonaer Commerz-Collegiums, 1747 Zweiter Bürgermeister und Justizrat, 1755–1772 Erster Bürgermeister, 1765 Etatsrat und 1766/67 Verweser des Oberpräsidiums. 1760 erwarb er das Gut Kaden in Holstein. Aus seiner 1. Ehe mit Anna Gesa Neuhaus (1713–1737) hatte er 4 Kinder: 1.) Johann Heinrich (I); 2.) Christian Peter (1733-1745); 3.) Nicolas (1734- 1799), der 1773 in Altona als Kaufmann falliert hatte und 1780 entmündigt worden war. Seine Tochter Elisabeth Helene Louise heiratete den Gutsbesitzer Wilhelm Schalburg auf Hemmelmarck bei Eckernförde; 4.) Maria Catharina (1736–1812), verheiratet zunächst mit dem Hamburger Advocaten Lie. jur. Johann Diedrich Wi(e)beking (1716–1758) und nach dessen Tod mit Georg Nicolaus von Lübbers (1724–1788), Offizier in englischen Diensten, Gründer einer Papier-, Tapeten- und Spielkartenfabrik sowie einer Fayence-Manufaktur, der 1786 in Wien den Reichsadel erhielt. – Aus Johann Daniel B.s 2. Ehe mit der Hamburger Kaufmannstochter Margaretha Lohe (1722 bis 1769) stammten Margaretha Elisabeth (1747–1809), die mit dem dänischen Etatsrat und Ministerresidenten in Lübeck Johann Christian Leisching (1724 bis 1772) verheiratet war, und Johanna Antoinette Maria (1759–1827), die den kurfürstlich sächsischen Geheimen Legationsrat Dr. jur. und Mag. theol. Polycarp August Leisching (1729–1793) heiratete. Leisching gründete 1767 das Hamburgische Adreß-Comptoir, war auch Gründer und finanzieller Träger der „Hamburgischen Adreß-Comptoir-Nachrichten“ und der „Hamburgischen Neuen Zeitung“ und hielt von 1775 bis 1788 die Privilegien für Druck und Verlag des Dänischen Staatskalenders, des Holsteinischen Kalenders und des „Altonaischen Mercurius“.",1047272628,,,
